stimulus,mean_g_eigval1,mean_g_eigval2,mean_g_eigval3,mean_g_sum_eigvals,mean_g_linearity,mean_g_planarity,mean_g_sphericity,mean_g_anisotropy,mean_g_omnivariance,mean_g_eigenentropy,mean_g_surface_variation,mean_g_roughness,mean_g_parallelity_x,mean_g_parallelity_y,mean_g_parallelity_z,mean_t_R,mean_t_G,mean_t_B,mean_t_eigval1,mean_t_eigval2,mean_t_eigval3,mean_t_sum_eigvals,mean_t_eigenentropy,std_g_eigval1,std_g_eigval2,std_g_eigval3,std_g_sum_eigvals,std_g_linearity,std_g_planarity,std_g_sphericity,std_g_anisotropy,std_g_omnivariance,std_g_eigenentropy,std_g_surface_variation,std_g_roughness,std_g_parallelity_x,std_g_parallelity_y,std_g_parallelity_z,std_t_R,std_t_G,std_t_B,std_t_eigval1,std_t_eigval2,std_t_eigval3,std_t_sum_eigvals,std_t_eigenentropy
distorted_1.ply,0.281944652878511,0.35435397187437,0.741489692570368,0.39434218586121,0.621826321204068,0.425082567177808,0.651830591830224,0.353351578289046,0.528775309438515,0.470216438941105,0.576963294281789,0.47039296263065,0.255275120061962,0.257247313858209,0.558853227462471,0.230781440260935,0.232694463663399,0.289674306873383,0.837794884401431,0.963655338426559,0.99052979775762,0.84210059037403,0.860793977559085,0.836508647048041,0.843155941851531,0.89057109828549,0.783868834363008,0.875370716447962,0.793749256815983,0.871862874001614,0.871862874001614,0.814358473958704,0.805148092053717,0.826799820399479,0.655646615020877,0.901478322359117,0.934696269179532,0.910187487428375,0.556185520003427,0.554976067184565,0.543668603205079,0.617679023851949,0.82399251317624,0.847306978635253,0.616899620804274,0.643826042760818
distorted_2.ply,0.0610252817563346,0.138331855649394,0.566272315478368,0.0753413903005587,0.471641438145939,0.324708052942941,0.578332600288558,0.255445354148437,0.288116059575088,0.0799452795155368,0.530041037919561,0.420824994560716,0.189876407239334,0.183875825537929,0.427213676558014,0.171523804418972,0.173140184753832,0.223893296187657,0.65700431385435,0.861032484562395,0.945746291078694,0.663614920595666,0.693885447701866,0.554051105460154,0.611326126459311,0.751557840380085,0.623064947225663,0.60793258382802,0.617895989859079,0.764542346581647,0.764542346581647,0.646235251159282,0.636794396819086,0.721433572743829,0.571728038767228,0.840440337708248,0.832415544766133,0.84234762562218,0.48910367384485,0.485459617852297,0.477311977107929,0.566883696825245,0.663316267806608,0.738486834852299,0.563700464209374,0.550563460832736
